Lbc_km,Y0,ed,N,mu,nu,omega,p_mu,p_nu,p_omega,key_rate
20,2.0360662423444963e-07,0.01870541725528588,214631500557,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011692718274424977
20,5.5446757955353286e-08,0.007067462507340322,1099030689768,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014304476622856867
20,3.981482564540415e-07,0.006095723636053237,427596305395,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01455459003471202
20,9.463338276493957e-07,0.01949076027757191,532309830794,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011533997449665614
20,2.0328531670249005e-07,0.012067009588527598,79457329545,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013111573842406127
20,1.5293712648995117e-07,0.014678970889879357,387468887864,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012535087433127074
20,5.547882382901763e-07,0.017533734319996316,98145477500434,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011932672891427335
20,4.519798262745043e-06,0.010576949403696512,12215423753,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013453127497872355
20,6.836184865827728e-07,0.012118260623151612,88729584575,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013099981357761803
20,1.3210288348614007e-08,0.00982355358459052,15569879496327,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013630090435099558
20,7.804714493959037e-06,0.006599902086087166,32400942775364,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014423733039319861
20,1.4000805217871249e-08,0.015702137283134764,12799200826,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012316128588486817
20,1.8329433678564045e-07,0.018053462577218935,373622128719,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011825756398940585
20,5.938721413874539e-06,0.015697927116679364,2610580701430,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012316763560198956
20,3.048857623395802e-08,0.010107436754669144,440945238330,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01356312355260883
20,5.896775481187189e-07,0.01994057240313939,136407732969,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011443878930612826
20,3.2410719519299026e-07,0.019001718614431,240814800423,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011632644323987633
20,7.688017474937219e-07,0.016491973080412857,3319547596580,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012149453341450313
20,1.820924920430298e-06,0.00793539500353545,67507301392770,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014086912438395263
20,3.393856071282601e-08,0.013755217640623953,152816566002,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012735966359239296
20,8.003299617743461e-07,0.009366656230922983,530705302974,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013738745112477678
20,1.1134421163246083e-06,0.009036031258310644,8156494164164,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013818095986416623
20,1.0980775645925895e-07,0.006982341458309322,2834750677040,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014326094578164866
20,3.1424913185502995e-08,0.011458661695200524,392274111604,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013249856832872048
20,1.6924137386733003e-08,0.01566154756103109,5288034263078,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01232474723378703
20,2.1546910866154117e-06,0.013173697113194681,1643111755880,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012863982367487975
20,3.218837177122639e-08,0.008111958484851368,81846094722,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014043326327535124
20,3.766262500755885e-07,0.01728473873731219,267852970357,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011984195982312656
20,4.4219717542909465e-06,0.016038174028102994,7341563724863,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012244787832699593
20,1.0127829650195133e-07,0.0067771623808028265,70984237964858,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014378428112694108
20,3.662957728935716e-06,0.011133019861588694,28370877002525,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01332443818939434
20,4.984841399324392e-06,0.0101371043504748,1014485793692,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013555997511578214
20,9.8939456599329e-08,0.015427362711494471,44531697888354,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012374577726286272
20,8.987363588722791e-06,0.016156686122210193,166329551221,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012219579463084494
20,4.38005808941522e-06,0.019889294435668725,243279018489,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01145392737780389
20,7.016767029704104e-06,0.01267319608176036,72200760003971,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012975122381111742
20,9.71780030435861e-06,0.01719413143743345,5416867302400,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012002549132729115
20,2.8976331926387213e-08,0.005073759248497938,2409258510092,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014826333569697639
20,1.298313928963723e-06,0.019033070677685154,1170791607770,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011626253016093147
20,1.2317988891655017e-06,0.014710339572065027,66020757033,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012528275683357189
20,8.568410768426667e-07,0.0197258181698753,27844525824,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011486832157136959
20,1.163133942852166e-06,0.014214576762389831,318727029489,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012635640790049436
20,2.3990718868706837e-06,0.005157287878773938,37123292606712,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01480371015795046
20,2.831990936067163e-06,0.012210572472030706,27074261515,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013079083647765506
20,2.279741824780654e-07,0.013763793486730805,103641553522,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012734079365748536
20,2.88133924499261e-07,0.016635931457808128,49082557316582,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012119317868178447
20,4.841000002935015e-07,0.017408626775593735,20499008327,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011958536500367692
20,3.707696175152395e-06,0.018812218481966313,46990006504,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011670861975731453
20,3.037120933892397e-06,0.01774349255488982,32706605551877,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011889299803355293
20,3.5597423013934817e-07,0.014123813658280152,67972459054,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012655425341846478
20,1.3316639659757378e-06,0.01107525955112214,12152799778,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013337816690491104
20,2.5281412832959914e-08,0.010823270474150961,34731154842956,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013396072508534685
20,4.952527318379645e-07,0.018743855510843704,52231846276818,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011684897413196858
20,1.821314630890094e-08,0.013823231205924033,217827221876,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012721069630424001
20,3.3142507774439816e-07,0.011832872037489641,831329305946,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013164595778855284
20,2.0203072600094476e-08,0.01749740125695246,914365533113,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011940203741546447
20,8.609197460008224e-07,0.012090181290951404,52975309939,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013106315673830008
20,4.197606802332966e-07,0.00739309608591202,25628136271917,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014222246586707012
20,3.1247269773905443e-06,0.007154581672354147,18852797907,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014282334325500374
20,1.6050026389929566e-08,0.010898660372881619,64888203344186,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013378625161082134
20,4.660379123879645e-07,0.008982898609596333,82907784235,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013830925175461806
20,2.150896853656885e-08,0.007116068157493641,17678811554939,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01429215625619254
20,2.605555894676691e-08,0.017960923357685114,19588099289878,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011844746177959914
20,2.572920731019697e-08,0.013380871549081387,10671391958,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012818276959712176
20,3.855745878269525e-06,0.013374156806594213,10504166028072,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012819611327953163
20,2.958257544296826e-07,0.015356329989475517,53083126822703,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01238972138249222
20,4.771307759535717e-07,0.01812058215365087,235603517131,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011811989594668493
20,1.9615421149351396e-08,0.005077169639060914,80649395401,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01482541034952913
20,3.279144167283319e-06,0.009672431939220821,79152491642,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013665815509728407
20,3.0682537251512144e-07,0.019203561837401868,1086209990777,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011591864981197294
20,1.0534525718833566e-07,0.0061625268650910585,1970914267496,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01453715859025385
20,4.7727747524095175e-08,0.01051248691568957,334695186810,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013468286723936067
20,1.881711381018124e-06,0.008474432671953297,55407544405543,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01395432418264914
20,1.6871908205622616e-06,0.012216793111712285,33258140611076,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013077722662989432
20,1.1953743725554644e-07,0.010765098103778415,32921265698,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013409551038531633
20,2.1660490321840404e-06,0.011017889792664978,1002333193413,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013351016309824102
20,2.587652752497277e-07,0.014842727263566158,313150943359,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012499794816857755
20,5.592216524194773e-06,0.011478833885201645,273436137956,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013245056856985033
20,1.594535400254429e-07,0.016494435822334452,93805080381980,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012148964570399429
20,3.976893298878265e-06,0.01219591247703122,146365046190,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013082347122423702
20,2.1775150387555652e-07,0.010160233296403462,94216769449,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013550709331622822
20,3.63766537333904e-08,0.019338136017854765,993620999483,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011564751413333046
20,2.137591043027442e-08,0.010758599151891937,358812586486,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013411061350878491
20,3.472190791444837e-07,0.019700619869205408,80636930239513,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011491908437655293
20,4.985197081961505e-07,0.014271372879369786,5040995380595,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.0126233228568621
20,3.2111940323483555e-07,0.012300170872284822,181173951534,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013058998763746773
20,1.1265882527514951e-06,0.00637842917499312,185601287646,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014481034931343947
20,4.709075770500371e-06,0.008410672264631786,74187290878959,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013969838309503033
20,8.964151048224695e-06,0.013630739946443544,14512556423,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012762928670700367
20,1.9073684383769824e-08,0.008004524565349887,202883287311,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014069850862978926
20,2.1843621109695616e-08,0.016958161596057775,286166162777,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012052062129231038
20,5.025752474098969e-08,0.0056554080554946234,339380931616,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014670495643909428
20,1.0316210411830951e-08,0.0067473717579438095,2621694242091,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014386054998370788
20,6.3802285185754876e-06,0.007990488828893494,9209686068676,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014073161536003489
20,3.918470333831807e-08,0.005022427907610761,38561345992923,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014840245953120154
20,3.4540308572614468e-06,0.006001680739626117,51114151122,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01457914120397614
20,5.045483427923718e-08,0.018924820469553582,337067113997,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011648224068449727
20,2.643292780643406e-06,0.011537202992674366,334948985542,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01323182317235235
20,1.9771706925688147e-06,0.014236414948985383,119473277242,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012630859937923424
20,5.603144138503544e-07,0.01555779274934524,20338193105579,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012346779794456536
20,1.0753187969216941e-06,0.014611206069705465,2418852409332,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012549679953966341
20,1.888655933421606e-08,0.01917783589324992,7233819066429,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011597071193994994
20,6.585873553984618e-08,0.015385260411563951,3042774333889,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012383557995432748
20,9.474457177355979e-07,0.010683634565072743,1962019950867,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013428431348789986
20,9.551722397443823e-07,0.00802484103528844,1076585825550,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014064805632604163
20,2.296280648732373e-08,0.006582957471883949,44080072569359,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014428259464441033
20,2.3639684369933997e-08,0.01839900457646964,757175927418,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011755102949999204
20,2.3158362476674484e-07,0.010097229793170289,462243556289,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013565517947521243
20,1.3542446931119614e-07,0.013474744205039718,219974974665,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012797581669717136
20,2.923664876396242e-06,0.008503426252357851,98600811891,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013947216351946479
20,2.76474218978941e-07,0.019026219257371337,12464150852,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011627690706413833
20,1.4799288850117673e-06,0.005090098815314153,416333015741,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.0148218855508722
20,1.9616510230031354e-06,0.011691186825631205,522342923812,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013196744455796279
20,5.749770190393962e-08,0.012126434572897,81853640304,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01309815842683737
20,7.088655480288394e-08,0.014799403416311599,2499126413162,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012509129403311387
20,6.14662256799837e-06,0.019533036220622788,1228911965516,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011525232390249288
20,1.8309207123921666e-08,0.00949854641401426,1178201529772,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013707280159391048
20,1.0458964288462412e-06,0.01919295874152298,41728208014,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011593966540232625
20,1.2884100551969995e-08,0.01805053524171404,16621012366361,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011826364812799181
20,1.9826444091240123e-06,0.012029011516678949,5141890412609,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013120100664360049
20,1.7155669633084452e-07,0.00788077486688395,366079205794,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014100491923552599
20,2.2968878374164016e-06,0.017027834330368346,69909768547137,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012037453586878511
20,4.602580313033343e-06,0.015231268051617584,1212406039733,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012416256668481675
20,1.4851867649505616e-06,0.007748053839714499,49242276814583,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014133437936669067
20,1.3731871268334704e-06,0.01391728333190393,544711907544,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01270044388974146
20,7.954717619191602e-07,0.01426518091858674,39392768698863,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012624656111195603
20,5.154765729584714e-07,0.00820065728553352,582797183665,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014021470681460172
20,5.356801236635053e-08,0.01857425253137594,23664822839659,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011719394317427223
20,4.6500470115327977e-07,0.007945873513875275,14933721646,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014084351366083568
20,2.526436349011143e-08,0.011648289211931433,4975266097761,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01320657910767815
20,4.698879559810008e-08,0.015267805245785512,28041260748826,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012408639372811338
20,1.869490422967888e-06,0.01138291212818847,3827468538346,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013267128356028697
20,9.227887664337224e-06,0.018281174043158984,225215370124,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011778706000911118
20,1.1385213016846782e-06,0.007448169220906298,1696187600907,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014208397866583929
20,1.17382105313573e-07,0.011572194776402908,569633360188,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013223923302476879
20,9.76559747925902e-07,0.017689940108938054,748664721572,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01190042961652903
20,2.752671360254693e-08,0.016312314098324263,10152477661330,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012187215028216056
20,7.270021899811249e-06,0.010910840103482145,716994852193,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013375573056231892
20,4.18588434711959e-07,0.0183818509468298,6559429541428,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011758583138482798
20,1.1583355113482578e-08,0.008109840313445955,26036307427373,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014043849090438989
20,5.707178449432057e-07,0.01810862699047343,442177408573,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011814433610001111
20,4.27960475633375e-08,0.005062110903936058,96428150134559,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014829488075532032
20,2.5653380315067653e-08,0.014644531485411762,909568980171,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01254252617714147
20,1.381809495149494e-07,0.013058032251825027,20565261738,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012889694595078287
20,8.130225797463695e-06,0.01239105411830771,11512193138,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013038288044496232
20,1.8114664472656457e-07,0.016358028578759527,177147357564,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01217759840656632
20,1.7181743309645185e-06,0.01651044079756304,90465476648,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012145537756591046
20,8.015257121107693e-06,0.005418331241744997,28472259696150,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014733477595707326
20,3.451019115672801e-07,0.007300692327218336,108036817639,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014245503307694628
20,6.033257697963297e-07,0.009176857457835,22577939531816,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01378423262051913
20,4.556019162623128e-08,0.010760919460577365,1064762315321,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013410522453087013
20,1.0454876119581423e-07,0.017362142047684402,113639370065,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011968174995842292
20,1.848977046948238e-08,0.007321777826048751,3219451011086,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014240199137376003
20,4.905552753061187e-07,0.005949474828900994,93798664356619,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014592895446096068
20,2.743606974240519e-07,0.009791558018199885,8253717610160,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013637656655611275
20,1.1827026688767477e-08,0.011513737172687992,4546271379476,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013237271178406644
20,7.698545390710734e-06,0.016424566672191866,34724566954165,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01216328277898003
20,2.2736191655334522e-08,0.011446559084342436,13401755807,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01325262475771893
20,6.546099368700592e-08,0.010764452976967712,237292669908,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013409702378319118
20,1.3219724076283305e-07,0.01704620007095759,57302626822,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012033734122610808
20,2.9749990438298635e-06,0.013128816305801896,226454269896,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012873892589033672
20,4.536357803494821e-07,0.0074213499845605345,959000863995,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014215147159983503
20,1.1637505274195724e-08,0.017944626166432123,211994278122,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011848092414192832
20,1.0767846305618342e-07,0.019927279960288407,2843301587444,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01144656037809832
20,1.7904454065846136e-07,0.01685985081916681,18649140821,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012072543813423924
20,5.146507531236229e-07,0.012810514428661997,27855609913689,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012944719624559701
20,5.735892820492125e-07,0.012279086228608238,1204768034140,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013063734177840838
20,2.2166234547404714e-06,0.010209811936708078,1702776530400,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013539008507683928
20,1.3248625323129624e-06,0.01993333181483943,5953012326495,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011445286759510356
20,7.684462819851884e-06,0.01098548991993873,2723478624741,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013358312779169988
20,1.7214109925490866e-06,0.010226239244412062,119316293898,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01353516991466319
20,8.288946437899515e-06,0.010228009593543391,99910402498840,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013534552131315845
20,3.604233790570166e-06,0.008241021722450472,20553078904225,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014011467092133006
20,8.930615256156326e-06,0.009152303363505518,4547970668382,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013789896922680001
20,2.035952628836279e-06,0.0062492299817823276,18937699435660,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014514542964537625
20,8.415544027366914e-08,0.015595726942498837,63176110473337,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012338732243074088
20,1.2744625086863155e-08,0.014175693208067133,147780969475,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01264414533531518
20,2.2078845846350393e-08,0.015677822039496768,82449162644393,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012321290648040314
20,3.452482633954718e-07,0.010195163138032096,625688797599,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013542503846948183
20,1.753289592195736e-07,0.012978528644682918,433214860613,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01290734511534728
20,1.7422777635858447e-08,0.01969141603964849,97012816139502,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011493770506533763
20,3.3296889439426146e-08,0.008615599493867625,559532304877,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013919948793082304
20,1.2479546714938418e-06,0.005470174032029354,21978102926306,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014719751416590552
20,8.22811058512496e-07,0.009039403432180031,30441697052903,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01381729153872373
20,9.630029982132617e-07,0.009753864218783484,1553760145111,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013646566081238605
20,8.663884935077175e-06,0.00572649450413263,6821000267965,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01465150395321627
20,3.5337907571900723e-06,0.01538475273362604,36313963411,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012383517278459825
20,6.18655403412612e-07,0.01678932868562051,472480238298,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01208723950939736
20,5.588365909210523e-07,0.008802019314930234,178235497547,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013874658152859334
20,2.665081098997142e-06,0.012342472064053752,624089606609,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013049401557218104
20,2.3369612502464992e-08,0.010617063474230738,1210275449795,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013443935171421489
20,4.932158267340826e-08,0.017119033427236956,342612201240,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012018597607499935
20,5.193610510748538e-08,0.009624462399455323,19854279479193,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013677306576146022
20,5.15739539165798e-06,0.019404467728473512,11502078305,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011551133344567659
20,1.8267637788519717e-06,0.0128822605401916,31494905369,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012928691615200535
20,5.4903588287223586e-08,0.0092253624575456,413872671588,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013772605642069658
20,2.5832344100437227e-07,0.01905183284657677,17116707446,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011622512225325612
20,1.3412443794802246e-06,0.017811591423031018,268657934711,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011875366891525253
20,5.5930872637579386e-08,0.008319627359389783,159719045731,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013992262395992003
20,2.7283116150518775e-08,0.013275169802784016,100368634745,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012841616274306312
20,1.2071315655765088e-08,0.008489501498362789,19165864875561,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013950693203583527
20,1.7869428612440365e-07,0.01825304381980338,59492541982879,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011784901665121904
20,5.370874264295862e-08,0.013399586766453857,33440105484507,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012814148021950314
20,5.549591442484228e-07,0.007520004296115084,98132528665,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014190401871421145
20,9.180672378630112e-06,0.009490802973352684,29567317779208,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013708860457611858
20,2.426816915065302e-06,0.016129770542051804,7722697564564,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012225547380222536
20,2.3439351458351834e-06,0.017711115278279597,17760931776,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011896001238600634
20,3.187347929910568e-08,0.01258293986930364,70787749187,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012995560958185706
20,3.9779018927867904e-07,0.01239773509312822,32142954673,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013037066544820135
20,1.8108540816410363e-08,0.005174791950634416,19959263890912,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014799028388060334
20,1.7588346184836505e-08,0.01942347993108001,86164310672381,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011547574176126875
20,1.7261929154360408e-06,0.011755749211545919,126810102665,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013182066452481687
20,1.727258209979788e-07,0.010179398990627824,384751709834,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013546209820733502
