Lbc_km,Y0,ed,N,mu,nu,omega,p_mu,p_nu,p_omega,key_rate
20,2.1659617214143406e-06,0.016822661378824853,147576318632,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012080210534741485
20,1.304406549231066e-07,0.014432163589203292,42489328587,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012588453394728666
20,1.2333768509405196e-06,0.010721416294710696,2313395566945,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013419649402801527
20,2.621798421744097e-08,0.015023875791463397,260754278092,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01246087805852053
20,2.618163286497458e-07,0.011226611012743035,806976693587,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013303031015973047
20,1.2136316638731435e-06,0.009773602652481169,4057120656712,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013641881526696957
20,1.5158852337031484e-08,0.009502777286933148,9568387622653,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013706271751606823
20,1.4362089678601916e-08,0.014317132929233527,12652816133,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012613405027582845
20,2.5976857078222995e-07,0.018328175655702147,10975905924,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011769547521830232
20,3.8061338933240165e-07,0.005996852444882945,29406213401919,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014580467804411367
20,1.1452216951241935e-06,0.016129307850221437,4742750950898,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012225702156209254
20,1.0453707907779261e-08,0.005617667933868478,3044438574949,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014680510658399185
20,9.978272883042196e-06,0.018097208586376895,6291341024255,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011816312200199106
20,1.5180981919606758e-06,0.008400305339024937,10149759145743,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01397245897373516
20,7.30755873290336e-08,0.0065819040053358945,697556808285,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014428529491356574
20,9.785596804772192e-08,0.007523830979767685,486227558291,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014189454420705516
20,4.915898767025633e-06,0.011529054099472531,615414296512,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013233606457194111
20,1.3380836753566647e-06,0.012862428052284384,32876996950,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01293312481969708
20,5.384894419941624e-06,0.011661865042429477,14366499328759,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013203302922225916
20,1.4676597703762004e-07,0.01710269028231038,361531101220,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012021989003525324
20,4.5759214944939634e-08,0.00794292000375003,57562358154341,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01408509322728195
20,5.7489797081389e-07,0.005746898975873973,357594132952,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014646262430781938
20,5.036023889054133e-08,0.00626985596913949,55850038146,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014509222218095063
20,1.482420595243794e-08,0.014571104423421539,49373675608,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012558389372760874
20,6.797349939358031e-07,0.014187601218368446,6602293747816,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012641527601090437
20,3.4383964664481106e-07,0.009266359855021973,32346687713147,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013762767292885074
20,1.146075543767099e-07,0.011874414874681088,3369129674890,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013155177474092821
20,3.53486550618226e-07,0.019347025228498006,65897768719863,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01156294488633603
20,6.155729845362958e-06,0.01901114524497887,2107854077633,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01163044042218555
20,2.955331420790186e-07,0.015561752260735532,72724102782,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012345948902649442
20,6.275034496323513e-08,0.005657108804496375,44815698549,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014670044424266731
20,1.0271258273744637e-08,0.014819413647852473,36444160964,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01250482331538002
20,2.29106830216524e-06,0.015207559938225874,76331390427307,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01242142644508037
20,1.547189327024004e-07,0.01882087870176579,652854931901,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011669284804985566
20,1.0435450911920721e-07,0.006535083048755806,33988245010787,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014440586607250947
20,2.4230951910513155e-06,0.00984393464802591,665238751328,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013625196622242979
20,9.449969295982698e-08,0.005432436748071421,15045620441,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014729851148695359
20,1.2767691416960952e-07,0.008143869921931755,1253309734441,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014035459536444497
20,3.6589384754766615e-08,0.008024323796996146,4905367227679,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014064956642444233
20,1.609933621864628e-06,0.009683481438111574,27540866352791,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013663241386026643
20,5.806541361356298e-08,0.010159105644223357,7078179328718,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013550979106575845
20,1.3599054177899634e-08,0.019012751901742866,19469326449,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01163042808995713
20,2.414310798261427e-07,0.01586907238940134,15483678314,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012280729107992518
20,2.673055998001479e-06,0.019683400149671206,695099043962,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011495238401758642
20,2.261366263824868e-08,0.006222154934832199,24826857108,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014521627435007567
20,1.9784456416791483e-06,0.011210192727027779,47526587561001,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013306746102860095
20,2.098550034303833e-07,0.0061571496521691214,510202227148,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014538558672309795
20,1.838584863048223e-06,0.017440076402701923,14368344959,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011951966966224643
20,3.4767076546483754e-08,0.012350201780354661,32534333322,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013047758646096681
20,4.1046669624060355e-06,0.019016913326692232,189840117238,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011629378008625249
20,2.0161881025376922e-07,0.013355810966300848,138682979742,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01282379975670785
20,4.1997853316080074e-07,0.008017775682106758,153661477629,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01406656518607326
20,2.11519737853022e-07,0.014070048532867144,1395275936723,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012667145870591152
20,6.066859399356667e-08,0.008476818131270828,29848392489,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013953789580019763
20,2.241201516589133e-06,0.006483511496995707,8541615635923,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014453842661129
20,5.5759784545474165e-08,0.009268354760086738,8796982581460,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013762297397556909
20,9.52494277525492e-07,0.016128823332733373,1151150841160,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012225812931432073
20,3.778221882323072e-06,0.006826908370632074,3808797168662,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014365629512621624
20,2.2632521284285527e-08,0.016059250522181424,272658251807,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012240533356083242
20,1.058391426310373e-06,0.015552258701619224,4389689788999,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012347935645314643
20,4.6203400589128477e-08,0.017476998295810304,91315468092,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011944418879456808
20,3.584758404570622e-07,0.01511968631230027,85983020845,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01244032162055527
20,7.683076703343858e-07,0.00930246571995993,48476304448,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013754105668446816
20,2.6868689562779696e-06,0.013296841551160406,204898522344,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012836725925057075
20,5.705488595583786e-07,0.005379295961409325,33059130514,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014744057887071895
20,1.537243109657107e-07,0.019636348691966184,1101280809665,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011504805684699033
20,1.6957765104057716e-08,0.01647560922874185,13359047181680,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012152919636560464
20,2.1106028642971264e-06,0.013542470570719306,6064499316998,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01278259822360225
20,4.368917148939539e-08,0.015988408863409825,18394837234847,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012255495199570763
20,1.9050203559881554e-06,0.010301936038788305,2312662201652,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013517423403791171
20,7.708467975193566e-07,0.018512147804856258,27043044393,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011732002612792343
20,3.1754209998280177e-06,0.012896533377035588,271929598968,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012925464979522922
20,2.3270660193200145e-07,0.0051895324839610815,75909192110,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014795049353891082
20,9.084274737596813e-07,0.014912739196316735,952348190919,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012484709327100697
20,7.2439866585721116e-06,0.012213726328242067,180208237104,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013078215630887218
20,3.4941578264041635e-06,0.00888737449095893,2613508832370,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013853915390298009
20,1.2890108025352643e-06,0.01732544448037676,13850804543208,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011975718527491642
20,1.419962880429077e-07,0.005887704589441054,14228249164,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014609137329814637
20,1.5114060757699292e-06,0.01942537072110276,235863911828,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011547116455918329
20,2.1066155918002243e-07,0.01588697023612665,4278829520387,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012276941645779093
20,6.030034063326398e-08,0.015073772686980538,165809602553,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012450174461682
20,1.1723943577357559e-07,0.013092699578946414,8496798041108,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012882006203961714
20,2.8421607311589757e-08,0.005329808163394081,3245785516109,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01475733019463657
20,1.1849336514139551e-08,0.005674448610742528,80002269441,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01466544893305658
20,9.154415492533103e-07,0.005998176465290432,17767366891,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014580110115689899
20,8.24669121043583e-06,0.011339793406708248,37129212321285,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013276792864712046
20,4.462444747437672e-08,0.011528197691819253,270483351134,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013233967690488133
20,3.3947407068449586e-08,0.00993219778627875,88548921256516,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01360441173900168
20,1.7455288426919663e-06,0.010740024187747377,433648389270,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013415314803860887
20,6.183333963118737e-08,0.012970050178982374,8760878322334,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012909233299867803
20,1.1479946054010649e-06,0.011939747530119792,14714861774,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013140332948091998
20,5.814647871764318e-06,0.011134007046440991,364078864531,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013324139852958944
20,1.0217163505649778e-08,0.007073408211228696,29882275815688,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014302969538649289
20,3.481799740210456e-07,0.01598652266334015,39144571712,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01225588032109779
20,9.775816028427928e-08,0.01760204834806796,19170528450591,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01191859366886561
20,5.500254743661905e-08,0.005329629624996084,16821622948922,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014757377607589932
20,3.2101994434751886e-08,0.01681522088181343,5427963511609,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012081861799388686
20,3.198484724512675e-08,0.006177329655048691,51356772129758,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014533301252237714
20,6.21777771291786e-07,0.014307652595847663,676156475120,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01261543856606641
20,2.8197651062368316e-08,0.014029548694198816,102303742189,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012675984638182949
20,2.6162784744846514e-06,0.01599078432208124,12854901113,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012254879167021135
20,6.270021484110171e-06,0.005544740724900172,22828494703,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014699782692148108
20,7.554464465446011e-08,0.007262135907052101,88019790727,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014255230771816096
20,1.1679613350141889e-07,0.016032495731820706,415762622349,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012246178251243963
20,6.44939927095257e-08,0.012384697304415044,371854463766,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013040006744739487
20,8.55642981703942e-08,0.01850812486800116,1591452950921,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011732856180906352
20,8.550323232820553e-06,0.01659368614090157,1914243541427,0.8,0.2,0.02,0.85,0.0075,0.1425,0.01212778363793928
20,6.12829648036226e-08,0.015302654844332582,666301630272,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012401192323166811
20,1.4593623748691435e-06,0.011056682133665924,963873733029,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013342093944744126
20,1.1535895209921909e-08,0.016099377534800795,13711790762,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012232065680963083
20,1.1019862040462786e-06,0.013730055433069432,12696103259580,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01274144032240369
20,7.401722481269414e-08,0.015291662226849946,67358421704,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01240354016395066
20,3.8709361166687516e-07,0.010104205688767702,82000821911028,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013563872506997966
20,8.233787836163434e-06,0.008134546032100402,1837185222732,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014037549652239408
20,9.734822957721681e-08,0.019528072805304213,49900373092553,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011526544092851762
20,5.733734236688165e-07,0.015801266826627407,5312501024811,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012295077937647697
20,1.1483304930229296e-07,0.0187454235406274,39610848662631,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011684598208443715
20,9.816923200222809e-08,0.016210923659065377,10873478665,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012208549115018758
20,2.8124015698097826e-06,0.013473040180969995,64450583119215,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01279785361536373
20,1.229077373420066e-07,0.014385696123550559,195888854227,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01259852542611209
20,2.2302633322595284e-06,0.014010544951745005,89101310548784,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012680042964006731
20,1.0070206569258421e-08,0.007111381132372032,14941889776,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014293343891258808
20,2.385302956323553e-08,0.018940779456047458,62292132402386,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01164499363920846
20,2.762088591656942e-07,0.019200340918921942,18773724514981,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011592516429331318
20,2.166971514570433e-06,0.01620922926204794,56314254691,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012208813265582987
20,4.4323268962402865e-07,0.011358188459132671,62972682020099,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013272839434912267
20,3.3227725513345224e-08,0.00754788265339512,4319634633476,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014183434553594432
20,2.9662337274333242e-08,0.006650805094277911,1036794749803,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014410817601989262
20,2.4546123425813474e-06,0.01407568507470549,10447584475730,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012665827522525474
20,6.270116279018971e-08,0.0092744424954394,518578571342,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013760838385627562
20,9.387363883423568e-06,0.015768773847867634,60955911402667,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012301580055375478
20,4.1078196420605327e-07,0.01331839777357095,91276996680954,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012832051427307232
20,3.715051400938166e-08,0.01673885655757372,14657344522614,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012097807878043897
20,3.4215656939664675e-06,0.01625079063825399,41814997268,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012200006074474724
20,9.624604590999727e-07,0.018855547768793394,1791185686001,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011662214197582977
20,1.2101091119872297e-07,0.01924280222911788,1763577712958,0.8,0.2,0.02,0.85,0.0075,0.1425,0.011583959357022548
20,1.7175491886425216e-07,0.014212002470919152,16462662185055,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012636240561873069
20,4.8406788620115133e-08,0.0052353806453446766,1307313025408,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014782701905339157
20,6.669177253034302e-06,0.015203869439047883,3339119797624,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012422029677629278
20,7.646196283218942e-07,0.012454845683925762,8388360353438,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01302423505825349
20,5.5922080469853274e-08,0.01837631395929452,125282560543,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011759730972241722
20,6.83651922836148e-06,0.018897450650481352,20497367900,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011653424432682434
20,2.2107473023017836e-07,0.01616054427405624,628950238336,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012219158072540624
20,3.3627693045338426e-07,0.017102359065075765,6606457474476,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012022048970127087
20,7.4819132458715605e-06,0.007467289914246181,49458067704494,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014203449667656994
20,6.0807725289625485e-06,0.014521234079607828,57751505371560,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012568925240709728
20,5.72870900144873e-08,0.018226809251054712,12414155236293,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011790271411323326
20,6.74632095975225e-07,0.006359438669720939,13198890166,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014485963765499404
20,1.078719393051577e-08,0.008758370861722646,11204942694774,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01388525563380463
20,1.4450241229383617e-07,0.0166317008773282,3181046105412,0.8,0.2,0.02,0.85,0.0075,0.1425,0.012120209758379545
20,1.471586168971929e-07,0.01820219943179363,14245213330,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011795300362011762
20,2.4885075953532594e-07,0.017447785090892235,32155401147,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011950448470340748
20,1.3535137890175958e-06,0.009921737628654226,12508496584,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013606841617000574
20,2.6373926568307975e-07,0.012825391084180026,14667125318,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01294141391802003
20,4.986066433308555e-07,0.010211507569367591,10422522204,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01353866356037773
20,3.735254021778545e-08,0.006662160084180123,1453743610506,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014407901887802277
20,1.3469779584893422e-08,0.01892198855147119,24002025322248,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011648799496124459
20,6.853192504183436e-06,0.009722015491796502,41789728944969,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013653942896710278
20,8.972991731621697e-06,0.0164709715137897,125988369160,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012153485956608102
20,1.0295985266921369e-06,0.0139349473060097,413821650621,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012696597516095382
20,8.28502001720334e-08,0.005897722858515954,31734371317,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014606503129645424
20,2.5227166177650395e-08,0.012213392969814654,3694652004536,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013078548092142003
20,1.9597711375900254e-06,0.005700706399583327,19726020969069,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014658456689607783
20,1.3502483954733124e-08,0.013324202450870185,9475265747624,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012830784774083712
20,7.828239702431615e-07,0.01924518013524503,239217756175,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011583445825173757
20,5.723346844849e-07,0.0062419859410147455,1734548116584,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014516456834716586
20,2.7535717869278616e-06,0.008024067707382211,110626201731,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014064951314907813
20,1.2624579474578709e-06,0.008808229504040949,108888470135,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01387313420847465
20,6.405394223833343e-06,0.01997814546264672,41763195651,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011436065961880347
20,5.0174974653912854e-06,0.013290897289606085,14269362457,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01283795028323316
20,5.708317827031181e-07,0.014623244760061323,13651576113,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.0125471003710278
20,1.875321645815234e-06,0.017267002122112775,19345188628,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01198780196307822
20,8.81454339517848e-07,0.011848212213541494,90133274561,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013161095161596326
20,2.376901281896395e-07,0.007390845646284233,216104408703,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014222816530847664
20,9.238934732739666e-07,0.0121472833422781,1673710646566,0.8,0.2,0.02,0.85,0.0075,0.1425,0.013093422770167281
20,4.269021887040554e-07,0.017308913601674587,236336713871,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011979183915822228
20,2.7471746628595863e-06,0.006199806306956112,513963388244,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014527390154392734
20,1.1401456893371375e-07,0.011773709580578735,21579395870005,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013178040037539737
20,3.445071195823126e-07,0.01980869969442255,27915337384713,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01147026200297502
20,2.2726901827027505e-08,0.009753373033425015,12328266277,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013646710385151313
20,1.5894990183371892e-06,0.005288012065502567,34974704939545,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014768521956709885
20,3.802144293205865e-08,0.011207544354207026,17707498921,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.01330741919488636
20,8.58548159956704e-08,0.010842724842392492,16177965099,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013391565583070173
20,2.0074833850927726e-06,0.01567024579288379,270106164816,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012322812988461426
20,3.2031528232646548e-06,0.006161327035154339,16444686707,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014537408643956383
20,1.1612905268152767e-07,0.018527619982525924,10613797748016,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.011728884207900593
20,1.039807715582072e-06,0.013441036028686015,16408245863435,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012804972734687618
20,1.7245670319606658e-07,0.005460328696712373,16203810135042,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01472239926889001
20,3.7280377629784056e-08,0.010814882747541301,269424688185,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013398014990918153
20,2.344751799326713e-08,0.010261765534580178,51091365657,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013526892635053273
20,7.047603949240188e-07,0.014801515366546721,11339299114,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012508648187018141
20,2.3411409262887844e-07,0.013310789847300743,30665636101226,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.012833738446410316
20,3.076762195486362e-07,0.006206756553572785,16102581887,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.014525629990249974
20,3.857689321388911e-06,0.01686094114002368,27151368534505,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01207214626815465
20,6.119669987005556e-08,0.01471996041192096,24147500803,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012526249438047268
20,3.0180006928444835e-06,0.010004194046394858,66159002603229,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013587338999832959
20,2.595061751481234e-07,0.005496015454188568,43273648231134,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014712875780491633
20,7.526558585216517e-07,0.009306219290177963,14035102057,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013753207323298914
20,1.3491467458837444e-07,0.007352908396469132,1559987956065,0.8,0.2,0.02,0.85,0.0075,0.1425,0.014232359814911071
20,2.7583605027825073e-08,0.007619214182271683,48247847516641,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014165599858693085
20,8.324537298871064e-07,0.008638721176589313,32778201639705,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013914300466687627
20,7.484236274454137e-07,0.019183990101201247,854411681980,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011595791718098608
20,4.610016734919538e-06,0.015176657110240792,15020148406,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.012427940993862885
20,5.258616141636499e-08,0.009223646074001016,47870364411,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013773017458250832
20,5.182757059587501e-08,0.008390602226960062,32611817012927,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013974872439912401
20,2.4473516769748483e-07,0.01814767746985489,35644418480,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.011806452988845886
20,4.951712937544109e-07,0.0052020151721843535,52626639565126,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.014791680052514217
20,1.0397078983578677e-08,0.010848614728279459,16082139862707,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.013390204485400957
20,9.991821747437411e-06,0.00529264610541978,19785267915583,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01476712716542967
20,3.390501013140138e-07,0.005572730308086271,12837400296553,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01469244570585949
20,2.1662433260553636e-08,0.014172112809236498,12980782241485,0.8,0.2,0.02,0.9,0.005000000000000001,0.095,0.01264492408371063
20,1.0489934590623869e-06,0.010698114870604455,12757528502,0.8,0.2,0.02,0.8,0.010000000000000002,0.19,0.013425065007610653
